ID,SourceText,Russian,English,Notes,Reasons,Packages,AllIDs,Locations
749486825928,"Ураган ""Норма""","Ураган ""Норма""",Hurricane Norma,manual-reviewed-google,google-draft,jazz-units,749486825928,jazz-units:items.lua:143132
752313157557,Джек,Джек,Jack,manual-reviewed-google,google-draft,jazz-units,752313157557,jazz-units:Code/Mercenary.lua:3
752313157562,Скотт,Скотт,Scott,manual-reviewed-google,google-draft,jazz-units,752313157562,jazz-units:Code/Mercenary.lua:8
752313157568,Дилан,Дилан,Dylan,manual-reviewed-google,google-draft,jazz-units,752313157568,jazz-units:Code/Mercenary.lua:14
752313157569,Грег,Грег,Greg,manual-reviewed-google,google-draft,jazz-units,752313157569,jazz-units:Code/Mercenary.lua:15
752313157570,Рик,Рик,Rick,manual-reviewed-google,google-draft,jazz-units,752313157570,jazz-units:Code/Mercenary.lua:16
752313157574,Дин,Дин,Dean,manual-reviewed-google,google-draft,jazz-units,752313157574,jazz-units:Code/Mercenary.lua:20
752313157579,Реми,Реми,Remy,manual-reviewed-google,google-draft,jazz-units,752313157579,jazz-units:Code/Mercenary.lua:25
752313157581,Гийом,Гийом,Guillaume,manual-reviewed-google,google-draft,jazz-units,752313157581,jazz-units:Code/Mercenary.lua:27
752313157582,Патрис,Патрис,Patrice,manual-reviewed-google,google-draft,jazz-units,752313157582,jazz-units:Code/Mercenary.lua:28
752313157589,Отто,Отто,Otto,manual-reviewed-google,google-draft,jazz-units,752313157589,jazz-units:Code/Mercenary.lua:35
752313157590,Петер,Петер,Peter,manual-reviewed-google,google-draft,jazz-units,752313157590,jazz-units:Code/Mercenary.lua:36
752313157593,Хельмут,Хельмут,Hellmut,manual-reviewed-google,google-draft,jazz-units,752313157593,jazz-units:Code/Mercenary.lua:39
752313157595,Франц,Франц,Franz,manual-reviewed-google,google-draft,jazz-units,752313157595,jazz-units:Code/Mercenary.lua:41
752385006330,"Может, я и выберусь отсюда живым. Может, выиграю эту лотерею. Думаю, шансы примерно одинаковые.","Может, я и выберусь отсюда живым. Может, выиграю эту лотерею. Думаю, шансы примерно одинаковые.",Maybe I'll get out of here alive. Maybe I'll win this lottery. I think the chances are about the same.,manual-reviewed-google,google-draft,jazz-units,752385006330,jazz-units:items.lua:115238
756097259155,"Забьемся, этого на гранату посажу!","Забьемся, этого на гранату посажу!","Let's kill ourselves, I'll put this one on a grenade!",manual-reviewed-google,google-draft,jazz-units,756097259155,jazz-units:items.lua:131611
756723481269,"Все видели? Учитесь, мля, пока я жив!","Все видели? Учитесь, мля, пока я жив!","Have you all seen it? Study, fuck, while I'm alive!",manual-reviewed-google,google-draft,jazz-units,756723481269,jazz-units:items.lua:131630
756727231524,Что за черт? И сколько у нас шансов завалить такого?,Что за черт? И сколько у нас шансов завалить такого?,What the hell? And how many chances do we have of killing this one?,manual-reviewed-google,google-draft,jazz-units,756727231524,jazz-units:items.lua:115142
756841694440,Капрал,Капрал,Corporal,manual-reviewed-google,google-draft,jazz-units,756841694440,jazz-units:items.lua:90949 | jazz-units:UnitData/AdonisSquadLeader_Corporal.lua:20
763366416906,"Сеструха, я тя люблю и все такое, но убери свою пушку с моей спины!","Сеструха, я тя люблю и все такое, но убери свою пушку с моей спины!","Sister, I love you and all that, but get your gun off my back!",manual-reviewed-google,google-draft,jazz-units,763366416906,jazz-units:items.lua:139822
764285098369,Не поднимай неподъемное!,Не поднимай неподъемное!,Don't lift things that can't be lifted!,manual-reviewed-google,google-draft,jazz-units,764285098369,jazz-units:items.lua:131534
765470374054,Штурмовик,Штурмовик,Stormtrooper,manual-reviewed-google,google-draft,jazz-units,765470374054 | 890000000000098,jazz-units:items.lua:81073 | jazz-units:UnitData/ThugGoon_Stronger.lua:20 | jazz-units:items.lua:84940 | jazz-units:UnitData/JAZZ_Legion_AssaultT2_ShockTrooper.lua:22
777803846373,Хреново! Патроны закончились!,Хреново! Патроны закончились!,It sucks! Ammo out!,manual-reviewed-google,google-draft,jazz-units,777803846373,jazz-units:items.lua:131600
778042684795,"Эти твари даже пахнут, как пахнет Рысь - особенно утром.","Эти твари даже пахнут, как пахнет Рысь - особенно утром.",These creatures even smell like Lynx - especially in the morning.,manual-reviewed-google,google-draft,jazz-units,778042684795,jazz-units:items.lua:115892
780475734638,"Ох, будь оно неладно! ","Ох, будь оно неладно! ","Oh, damn it!",manual-reviewed-google,google-draft,jazz-units,780475734638,jazz-units:items.lua:115328
784674819954,"Интересно, каково держать такую тварь дома!","Интересно, каково держать такую тварь дома!",I wonder what it's like to keep such a creature at home!,manual-reviewed-google,google-draft,jazz-units,784674819954,jazz-units:items.lua:115707
786568878374,"Ага, конечно. Как будто ты имеешь хоть малейшее представление о том, что делаешь! Иди, проветрись!","Ага, конечно. Как будто ты имеешь хоть малейшее представление о том, что делаешь! Иди, проветрись!","Yeah, of course. As if you have the slightest idea what you're doing! Go get some air!",manual-reviewed-google,google-draft,jazz-units,786568878374,jazz-units:items.lua:115509 | jazz-units:UnitData/Jazz_Buzz.lua:47
789084104079,"Брателло, я лучше ему пластика в карман подкину, вот это верняк будет.","Брателло, я лучше ему пластика в карман подкину, вот это верняк будет.","Bratello, I’d better throw some plastic in his pocket, that’s a sure thing.",manual-reviewed-google,google-draft,jazz-units,789084104079,jazz-units:items.lua:131343
791079197040,Что-нибудь еще? ,Что-нибудь еще? ,Anything else?,manual-reviewed-google,google-draft,jazz-units,791079197040 | 911767416640,jazz-units:items.lua:115231 | jazz-units:items.lua:115116
793278321472,Так! Я это сделала. Теперь что?,Так! Я это сделала. Теперь что?,Yes! I did it. Now what?,manual-reviewed-google,google-draft,jazz-units,793278321472 | 914296644319,jazz-units:items.lua:115681 | jazz-units:items.lua:115943
796542264805,"Зверь, а не девчонка!","Зверь, а не девчонка!","A beast, not a girl!",manual-reviewed-google,google-draft,jazz-units,796542264805,jazz-units:items.lua:139264
802741395103,Блю,Блю,Blue,manual-reviewed-google,google-draft,jazz-units,802741395103,jazz-units:Code/Mercenary.lua:179
802843216260,И это назвают - близко?,И это назвают - близко?,And they call it close?,manual-reviewed-google,google-draft,jazz-units,802843216260,jazz-units:items.lua:115859
805863336928,Отлично. Я здесь.,Отлично. Я здесь.,Great. I'm here.,manual-reviewed-google,google-draft,jazz-units,805863336928,jazz-units:items.lua:115391
807341295104,Фордж,Фордж,Forge,manual-reviewed-google,google-draft,jazz-units,807341295104,jazz-units:Code/Mercenary.lua:142
811698369039,"Таак, мы на месте. Чо нам тут, собственно, надо?","Таак, мы на месте. Чо нам тут, собственно, надо?","So, we're there. What do we actually need here?",manual-reviewed-google,google-draft,jazz-units,811698369039,jazz-units:items.lua:131693
815923858149,"Слушай, я люблю рисковать - в разумных пределах. Подписать контракт с тобой это все равно, что подписать себе смертный приговор.","Слушай, я люблю рисковать - в разумных пределах. Подписать контракт с тобой это все равно, что подписать себе смертный приговор.","Look, I like to take risks - within reason. Signing a contract with you is like signing your own death warrant.",manual-reviewed-google,google-draft,jazz-units,815923858149,jazz-units:items.lua:114942
821577436872,Отвали!,Отвали!,Fuck off!,manual-reviewed-google,google-draft,jazz-units,821577436872 | 930148900953,jazz-units:items.lua:115875 | jazz-units:items.lua:115886
830194576283,Рид,Рид,Reed,manual-reviewed-google,google-draft,jazz-units,830194576283,jazz-units:Code/Mercenary.lua:51
832833228822,"Отлично! Сейчас будет весело! В этом секторе есть, с кем поиграть!","Отлично! Сейчас будет весело! В этом секторе есть, с кем поиграть!",Great! Now it's going to be fun! There is plenty to play with in this sector!,manual-reviewed-google,google-draft,jazz-units,832833228822,jazz-units:items.lua:115749
838774264495,"Значит, так? Хорошо. Ну что же, если вы считаете, что так надо... Уверена, что скоро вы опять ко мне обратитесь.","Значит, так? Хорошо. Ну что же, если вы считаете, что так надо... Уверена, что скоро вы опять ко мне обратитесь.","So that's it? Fine. Well, if you think that this is necessary... I am sure that you will contact me again soon.",manual-reviewed-google,google-draft,jazz-units,838774264495,jazz-units:items.lua:116278
842561919315,"Он может считать, что ему повезло... Я его убивать не стану.","Он может считать, что ему повезло... Я его убивать не стану.",He can consider himself lucky... I won't kill him.,manual-reviewed-google,google-draft,jazz-units,842561919315,jazz-units:items.lua:115937
859250526123,"Стычка, считай, обеспечена. ","Стычка, считай, обеспечена. ","Consider it a clash, guaranteed.",manual-reviewed-google,google-draft,jazz-units,859250526123,jazz-units:items.lua:115327
859850047462,Чужаки,Чужаки,Strangers,manual-reviewed-google,google-draft,jazz-units,859850047462,jazz-units:items.lua:116417
874125639054,Клей,Клей,Glue,manual-reviewed-google,google-draft,jazz-units,874125639054 | 910000001209 | 910000002120,jazz-units:Code/Mercenary.lua:60 | jazz-units:Code/Legion.lua:319 | jazz-units:Code/Legion.lua:487
875234609175,Дитрих,Дитрих,Dietrich,manual-reviewed-google,google-draft,jazz-units,875234609175,jazz-units:Code/Mercenary.lua:86
879205649936,"Слушай, я ведь от времени моложе не делаюсь!","Слушай, я ведь от времени моложе не делаюсь!","Listen, I’m not getting any younger with time!",manual-reviewed-google,google-draft,jazz-units,879205649936 | 958337909144,jazz-units:items.lua:115054 | jazz-units:items.lua:115245
882031167871,"Ух, мля. Я это, пробитый чутка! Да не, в смысле - ранен! Да не в жопу, мля!","Ух, мля. Я это, пробитый чутка! Да не, в смысле - ранен! Да не в жопу, мля!","Wow, blah. I'm a bit of a nerd! No, I mean - wounded! Don't fuck me, blah!",manual-reviewed-google,google-draft,jazz-units,882031167871,jazz-units:items.lua:131790
887878273045,пыхтелка,пыхтелка,puff,manual-reviewed-google,google-draft,jazz-units,887878273045 | 983380107265,jazz-units:items.lua:115800 | jazz-units:items.lua:115799
889064631541,"Может, вам стоит уделить больше внимания стрелковой подготовке, фройляйн Паук. По правде говоря, нам обоим стоит.","Может, вам стоит уделить больше внимания стрелковой подготовке, фройляйн Паук. По правде говоря, нам обоим стоит.","Perhaps you should pay more attention to your marksmanship training, Fräulein Spider. Truth be told, we both should.",manual-reviewed-google,google-draft,jazz-units,889064631541,jazz-units:items.lua:139558
890271346195,Эрроу,Эрроу,Arrow,manual-reviewed-google,google-draft,jazz-units,890271346195,jazz-units:Code/Mercenary.lua:117
891094391069,"Ох, слава богу! Они ушли.","Ох, слава богу! Они ушли.","Oh, thank God! They left.",manual-reviewed-google,google-draft,jazz-units,891094391069,jazz-units:items.lua:116247
893692526058,"Нет. Работать с Тоской я не буду. Стоит отвернуться, и она всадит тебе нож в спину. Уж можешь мне поверить. От нее ничего, кроме неприятностей. Только и знает, что поливать меня грязью.","Нет. Работать с Тоской я не буду. Стоит отвернуться, и она всадит тебе нож в спину. Уж можешь мне поверить. От нее ничего, кроме неприятностей. Только и знает, что поливать меня грязью.","No. I won't work with Tosca. If you turn away, she will stab you in the back. You can trust me. She's nothing but trouble. All he knows is to throw mud at me.",manual-reviewed-google,google-draft,jazz-units,893692526058,jazz-units:items.lua:114991
898527816735,"Доктор Хьюстон. Чем могу служить? Хорошо, поговорим о том, насколько долгий контракт вы собирались мне предложить.","Доктор Хьюстон. Чем могу служить? Хорошо, поговорим о том, насколько долгий контракт вы собирались мне предложить.","Dr. Houston. How can I serve you? Okay, let's talk about how long a contract you were going to offer me.",manual-reviewed-google,google-draft,jazz-units,898527816735,jazz-units:items.lua:116137 | jazz-units:UnitData/Jazz_Spider.lua:123
899558582657,Тут не соскучишься! ,Тут не соскучишься! ,You won't get bored here!,manual-reviewed-google,google-draft,jazz-units,899558582657,jazz-units:items.lua:115329
900043784462,Тишина - мой старый друг. В небе она бывает только в кабине... когда двигатель выключен,Тишина - мой старый друг. В небе она бывает только в кабине... когда двигатель выключен,Silence is my old friend. In the sky it only happens in the cockpit... when the engine is turned off,manual-reviewed-google,google-draft,jazz-units,900043784462,jazz-units:items.lua:114892
910000000001,Лил,Лил,Lil,manual-reviewed-google,google-draft,jazz-units,910000000001,jazz-units:Code/Legion.lua:3
910000000004,Босс,Босс,Boss,manual-reviewed-google,google-draft,jazz-units,910000000004 | 910000000085 | 910000001011 | 910000001044 | 890000000000343,jazz-units:Code/Legion.lua:6 | jazz-units:Code/Legion.lua:87 | jazz-units:Code/Legion.lua:121 | jazz-units:Code/Legion.lua:154 | jazz-units:items.lua:88866 | jazz-units:UnitData/ErnyVillage_Boss.lua:22
910000000013,Блэйз,Блэйз,Blaze,manual-reviewed-google,google-draft,jazz-units,910000000013,jazz-units:Code/Legion.lua:15
910000000016,Бо,Бо,Bo,manual-reviewed-google,google-draft,jazz-units,910000000016 | 910000001001 | 910000001049,jazz-units:Code/Legion.lua:18 | jazz-units:Code/Legion.lua:111 | jazz-units:Code/Legion.lua:159
910000000019,Рич,Рич,Rich,manual-reviewed-google,google-draft,jazz-units,910000000019 | 910000001016 | 910000001055,jazz-units:Code/Legion.lua:21 | jazz-units:Code/Legion.lua:126 | jazz-units:Code/Legion.lua:165
910000000021,Мани,Мани,Mani,manual-reviewed-google,google-draft,jazz-units,910000000021,jazz-units:Code/Legion.lua:23
910000000025,Брут,Брут,Brutus,manual-reviewed-google,google-draft,jazz-units,910000000025,jazz-units:Code/Legion.lua:27
910000000032,Блэйд,Блэйд,Blade,manual-reviewed-google,google-draft,jazz-units,910000000032 | 910000001037,jazz-units:Code/Legion.lua:34 | jazz-units:Code/Legion.lua:147
910000000035,Файямэн,Файямэн,Fayaman,manual-reviewed-google,google-draft,jazz-units,910000000035 | 910000001036,jazz-units:Code/Legion.lua:37 | jazz-units:Code/Legion.lua:146
910000000036,Ганг,Ганг,Ganges,manual-reviewed-google,google-draft,jazz-units,910000000036,jazz-units:Code/Legion.lua:38
910000000039,Джангл,Джангл,Jungle,manual-reviewed-google,google-draft,jazz-units,910000000039 | 910000001084,jazz-units:Code/Legion.lua:41 | jazz-units:Code/Legion.lua:194
910000000043,Смолл,Смолл,Small,manual-reviewed-google,google-draft,jazz-units,910000000043,jazz-units:Code/Legion.lua:45
910000000047,Кингбой,Кингбой,Kingboy,manual-reviewed-google,google-draft,jazz-units,910000000047,jazz-units:Code/Legion.lua:49
910000000049,Дрэгон,Дрэгон,Dragon,manual-reviewed-google,google-draft,jazz-units,910000000049,jazz-units:Code/Legion.lua:51
910000000050,Винч,Винч,Winch,manual-reviewed-google,google-draft,jazz-units,910000000050,jazz-units:Code/Legion.lua:52
910000000053,Джи,Джи,Gee,manual-reviewed-google,google-draft,jazz-units,910000000053 | 910000001002,jazz-units:Code/Legion.lua:55 | jazz-units:Code/Legion.lua:112
910000000060,Хеви,Хеви,Heavy,manual-reviewed-google,google-draft,jazz-units,910000000060,jazz-units:Code/Legion.lua:62
910000000065,Лоуд,Лоуд,Loud,manual-reviewed-google,google-draft,jazz-units,910000000065 | 910000001089,jazz-units:Code/Legion.lua:67 | jazz-units:Code/Legion.lua:199
910000000066,Слипи,Слипи,Sleepy,manual-reviewed-google,google-draft,jazz-units,910000000066,jazz-units:Code/Legion.lua:68
910000000067,Рэд,Рэд,Red,manual-reviewed-google,google-draft,jazz-units,910000000067,jazz-units:Code/Legion.lua:69
910000000071,Грин,Грин,Green,manual-reviewed-google,google-draft,jazz-units,910000000071 | 910000001095 | 920000001075,jazz-units:Code/Legion.lua:73 | jazz-units:Code/Legion.lua:205 | jazz-units:Code/Rebels.lua:174
910000000077,Мют,Мют,Mute,manual-reviewed-google,google-draft,jazz-units,910000000077,jazz-units:Code/Legion.lua:79
910000000081,Дизи,Дизи,Deasy,manual-reviewed-google,google-draft,jazz-units,910000000081 | 910000001057 | 910000001066 | 910000001247 | 910000002004 | 910000002168,jazz-units:Code/Legion.lua:83 | jazz-units:Code/Legion.lua:167 | jazz-units:Code/Legion.lua:176 | jazz-units:Code/Legion.lua:357 | jazz-units:Code/Legion.lua:371 | jazz-units:Code/Legion.lua:535
910000000082,Изи,Изи,Easy,manual-reviewed-google,google-draft,jazz-units,910000000082,jazz-units:Code/Legion.lua:84
910000000087,Файя,Файя,Faya,manual-reviewed-google,google-draft,jazz-units,910000000087 | 910000001009 | 910000001048,jazz-units:Code/Legion.lua:89 | jazz-units:Code/Legion.lua:119 | jazz-units:Code/Legion.lua:158
910000000089,Питон,Питон,Python,manual-reviewed-google,google-draft,jazz-units,910000000089,jazz-units:Code/Legion.lua:91
910000000093,Скай,Скай,Sky,manual-reviewed-google,google-draft,jazz-units,910000000093,jazz-units:Code/Legion.lua:95
910000000096,Сэвидж,Сэвидж,Savage,manual-reviewed-google,google-draft,jazz-units,910000000096 | 910000001133 | 910000002043,jazz-units:Code/Legion.lua:98 | jazz-units:Code/Legion.lua:243 | jazz-units:Code/Legion.lua:410
910000000099,Гучи,Гучи,Gucci,manual-reviewed-google,google-draft,jazz-units,910000000099,jazz-units:Code/Legion.lua:101
910000000112,Оуджи,Оуджи,Ouji,manual-reviewed-google,google-draft,jazz-units,910000000112,jazz-units:Code/Legion.lua:104
910000000114,Девятка,Девятка,Nine,manual-reviewed-google,google-draft,jazz-units,910000000114,jazz-units:Code/Legion.lua:106
910000001022,Дюк,Дюк,Duke,manual-reviewed-google,google-draft,jazz-units,910000001022,jazz-units:Code/Legion.lua:132
910000001039,Фаер,Фаер,Fire,manual-reviewed-google,google-draft,jazz-units,910000001039,jazz-units:Code/Legion.lua:149
910000001061,Гуц,Гуц,Guts,manual-reviewed-google,google-draft,jazz-units,910000001061 | 910000001067 | 910000002005,jazz-units:Code/Legion.lua:171 | jazz-units:Code/Legion.lua:177 | jazz-units:Code/Legion.lua:372
910000001064,Краш,Краш,Crash,manual-reviewed-google,google-draft,jazz-units,910000001064 | 910000002002,jazz-units:Code/Legion.lua:174 | jazz-units:Code/Legion.lua:369
910000001069,Шотти,Шотти,Shotti,manual-reviewed-google,google-draft,jazz-units,910000001069 | 910000002007,jazz-units:Code/Legion.lua:179 | jazz-units:Code/Legion.lua:374
910000001071,Глок,Глок,Glock,manual-reviewed-google,google-draft,jazz-units,910000001071 | 910000001091 | 910000002009,jazz-units:Code/Legion.lua:181 | jazz-units:Code/Legion.lua:201 | jazz-units:Code/Legion.lua:376
910000001072,Ганста,Ганста,Gansta,manual-reviewed-google,google-draft,jazz-units,910000001072 | 910000001151 | 910000002061 | 910000002140,jazz-units:Code/Legion.lua:182 | jazz-units:Code/Legion.lua:261 | jazz-units:Code/Legion.lua:428 | jazz-units:Code/Legion.lua:507
910000001077,Блэйк,Блэйк,Blake,manual-reviewed-google,google-draft,jazz-units,910000001077 | 910000002145,jazz-units:Code/Legion.lua:187 | jazz-units:Code/Legion.lua:512
910000001081,Куп,Куп,Coop,manual-reviewed-google,google-draft,jazz-units,910000001081 | 910000002149,jazz-units:Code/Legion.lua:191 | jazz-units:Code/Legion.lua:516
910000001090,Трэп,Трэп,Trap,manual-reviewed-google,google-draft,jazz-units,910000001090 | 910000001135 | 910000002045,jazz-units:Code/Legion.lua:200 | jazz-units:Code/Legion.lua:245 | jazz-units:Code/Legion.lua:412
910000001094,Хаунд,Хаунд,Hound,manual-reviewed-google,google-draft,jazz-units,910000001094 | 910000001167 | 910000002077,jazz-units:Code/Legion.lua:204 | jazz-units:Code/Legion.lua:277 | jazz-units:Code/Legion.lua:444
910000001096,Топ,Топ,Top,manual-reviewed-google,google-draft,jazz-units,910000001096,jazz-units:Code/Legion.lua:206
910000001097,Джит,Джит,Jit,manual-reviewed-google,google-draft,jazz-units,910000001097,jazz-units:Code/Legion.lua:207
910000001100,Ро,Ро,Ro,manual-reviewed-google,google-draft,jazz-units,910000001100 | 910000001195 | 910000002105,jazz-units:Code/Legion.lua:210 | jazz-units:Code/Legion.lua:305 | jazz-units:Code/Legion.lua:472
910000001107,Дрэй,Дрэй,Dray,manual-reviewed-google,google-draft,jazz-units,910000001107 | 910000002017,jazz-units:Code/Legion.lua:217 | jazz-units:Code/Legion.lua:384
910000001110,Стака,Стака,Staka,manual-reviewed-google,google-draft,jazz-units,910000001110 | 910000002020,jazz-units:Code/Legion.lua:220 | jazz-units:Code/Legion.lua:387
910000001115,Спайди,Спайди,Spidey,manual-reviewed-google,google-draft,jazz-units,910000001115 | 910000002025,jazz-units:Code/Legion.lua:225 | jazz-units:Code/Legion.lua:392
910000001120,Мурда,Мурда,Murda,manual-reviewed-google,google-draft,jazz-units,910000001120 | 910000002030,jazz-units:Code/Legion.lua:230 | jazz-units:Code/Legion.lua:397
910000001123,Скрейп,Скрейп,Scrape,manual-reviewed-google,google-draft,jazz-units,910000001123 | 910000002033,jazz-units:Code/Legion.lua:233 | jazz-units:Code/Legion.lua:400
910000001125,Трайб,Трайб,Tribe,manual-reviewed-google,google-draft,jazz-units,910000001125 | 910000002035,jazz-units:Code/Legion.lua:235 | jazz-units:Code/Legion.lua:402
910000001127,Сопа,Сопа,Sopa,manual-reviewed-google,google-draft,jazz-units,910000001127 | 910000002037,jazz-units:Code/Legion.lua:237 | jazz-units:Code/Legion.lua:404
910000001132,Пэйпер,Пэйпер,Paper,manual-reviewed-google,google-draft,jazz-units,910000001132 | 910000002042,jazz-units:Code/Legion.lua:242 | jazz-units:Code/Legion.lua:409
910000001134,Ганзо,Ганзо,Ganzo,manual-reviewed-google,google-draft,jazz-units,910000001134 | 910000002044,jazz-units:Code/Legion.lua:244 | jazz-units:Code/Legion.lua:411
910000001138,Джуси,Джуси,Juicy,manual-reviewed-google,google-draft,jazz-units,910000001138 | 910000002048,jazz-units:Code/Legion.lua:248 | jazz-units:Code/Legion.lua:415
910000001144,Скуб,Скуб,Scoob,manual-reviewed-google,google-draft,jazz-units,910000001144 | 910000002054,jazz-units:Code/Legion.lua:254 | jazz-units:Code/Legion.lua:421
910000001147,Фэд,Фэд,Fed,manual-reviewed-google,google-draft,jazz-units,910000001147 | 910000002057,jazz-units:Code/Legion.lua:257 | jazz-units:Code/Legion.lua:424
910000001152,Ричи,Ричи,Richie,manual-reviewed-google,google-draft,jazz-units,910000001152 | 910000002062,jazz-units:Code/Legion.lua:262 | jazz-units:Code/Legion.lua:429
910000001153,Грязь,Грязь,Dirt,manual-reviewed-google,google-draft,jazz-units,910000001153 | 910000002063,jazz-units:Code/Legion.lua:263 | jazz-units:Code/Legion.lua:430
910000001162,Кэшбо,Кэшбо,Cashbaugh,manual-reviewed-google,google-draft,jazz-units,910000001162 | 910000002072,jazz-units:Code/Legion.lua:272 | jazz-units:Code/Legion.lua:439
910000001166,Твиста,Твиста,Twista,manual-reviewed-google,google-draft,jazz-units,910000001166 | 910000002076,jazz-units:Code/Legion.lua:276 | jazz-units:Code/Legion.lua:443
910000001168,Рэй,Рэй,Ray,manual-reviewed-google,google-draft,jazz-units,910000001168 | 910000002078,jazz-units:Code/Legion.lua:278 | jazz-units:Code/Legion.lua:445
910000001170,Чоппа,Чоппа,Choppa,manual-reviewed-google,google-draft,jazz-units,910000001170 | 910000001251 | 910000002080,jazz-units:Code/Legion.lua:280 | jazz-units:Code/Legion.lua:361 | jazz-units:Code/Legion.lua:447
910000001175,Триг,Триг,Trig,manual-reviewed-google,google-draft,jazz-units,910000001175 | 910000002085,jazz-units:Code/Legion.lua:285 | jazz-units:Code/Legion.lua:452
910000001180,Дюсман,Дюсман,Dusman,manual-reviewed-google,google-draft,jazz-units,910000001180 | 910000002090,jazz-units:Code/Legion.lua:290 | jazz-units:Code/Legion.lua:457
910000001182,Гудди,Гудди,Guddi,manual-reviewed-google,google-draft,jazz-units,910000001182 | 910000002092,jazz-units:Code/Legion.lua:292 | jazz-units:Code/Legion.lua:459
910000001184,Дро,Дро,Dro,manual-reviewed-google,google-draft,jazz-units,910000001184 | 910000002094,jazz-units:Code/Legion.lua:294 | jazz-units:Code/Legion.lua:461
910000001187,Куджо,Куджо,Cujo,manual-reviewed-google,google-draft,jazz-units,910000001187 | 910000002097,jazz-units:Code/Legion.lua:297 | jazz-units:Code/Legion.lua:464
910000001189,Дубс,Дубс,Dubs,manual-reviewed-google,google-draft,jazz-units,910000001189 | 910000002099,jazz-units:Code/Legion.lua:299 | jazz-units:Code/Legion.lua:466
910000001197,Кэйс,Кэйс,Case,manual-reviewed-google,google-draft,jazz-units,910000001197 | 910000002108,jazz-units:Code/Legion.lua:307 | jazz-units:Code/Legion.lua:475
910000001201,Плоу,Плоу,Plow,manual-reviewed-google,google-draft,jazz-units,910000001201 | 910000002112,jazz-units:Code/Legion.lua:311 | jazz-units:Code/Legion.lua:479
910000001202,Брэйкс,Брэйкс,Breaks,manual-reviewed-google,google-draft,jazz-units,910000001202 | 910000002113,jazz-units:Code/Legion.lua:312 | jazz-units:Code/Legion.lua:480
910000001204,Хитта,Хитта,Hitta,manual-reviewed-google,google-draft,jazz-units,910000001204 | 910000002115,jazz-units:Code/Legion.lua:314 | jazz-units:Code/Legion.lua:482
910000001207,Кин,Кин,Keen,manual-reviewed-google,google-draft,jazz-units,910000001207 | 910000002118,jazz-units:Code/Legion.lua:317 | jazz-units:Code/Legion.lua:485
910000001212,Фэйм,Фэйм,Fame,manual-reviewed-google,google-draft,jazz-units,910000001212 | 910000002123,jazz-units:Code/Legion.lua:322 | jazz-units:Code/Legion.lua:490
910000001214,Кардо,Кардо,Cardo,manual-reviewed-google,google-draft,jazz-units,910000001214 | 910000002125,jazz-units:Code/Legion.lua:324 | jazz-units:Code/Legion.lua:492
910000001217,Крип,Крип,Creep,manual-reviewed-google,google-draft,jazz-units,910000001217 | 910000002128,jazz-units:Code/Legion.lua:327 | jazz-units:Code/Legion.lua:495
910000001227,Драмз,Драмз,Drumz,manual-reviewed-google,google-draft,jazz-units,910000001227 | 910000002138,jazz-units:Code/Legion.lua:337 | jazz-units:Code/Legion.lua:505
910000001228,Классик,Классик,Classic,manual-reviewed-google,google-draft,jazz-units,910000001228 | 910000002139,jazz-units:Code/Legion.lua:338 | jazz-units:Code/Legion.lua:506
910000001232,Долл,Долл,Dollar,manual-reviewed-google,google-draft,jazz-units,910000001232 | 910000002153,jazz-units:Code/Legion.lua:342 | jazz-units:Code/Legion.lua:520
910000001235,Флипп,Флипп,Flip,manual-reviewed-google,google-draft,jazz-units,910000001235 | 910000002156,jazz-units:Code/Legion.lua:345 | jazz-units:Code/Legion.lua:523
910000001236,Лор,Лор,Lor,manual-reviewed-google,google-draft,jazz-units,910000001236 | 910000002157,jazz-units:Code/Legion.lua:346 | jazz-units:Code/Legion.lua:524
910000001238,Кобэйн,Кобэйн,Cobain,manual-reviewed-google,google-draft,jazz-units,910000001238 | 910000002159,jazz-units:Code/Legion.lua:348 | jazz-units:Code/Legion.lua:526
910000001239,Рэйн,Рэйн,Rain,manual-reviewed-google,google-draft,jazz-units,910000001239 | 910000002160,jazz-units:Code/Legion.lua:349 | jazz-units:Code/Legion.lua:527
910000002010,Дюс,Дюс,Dus,manual-reviewed-google,google-draft,jazz-units,910000002010,jazz-units:Code/Legion.lua:377
916793019921,Гематогенку бы щас... Чо? Вкусные ж.,Гематогенку бы щас... Чо? Вкусные ж.,I wish I had a hematogen right now... What? Delicious,manual-reviewed-google,google-draft,jazz-units,916793019921,jazz-units:items.lua:131477
920000000000,Владимир,Владимир,Vladimir,manual-reviewed-google,google-draft,jazz-units,920000000000,jazz-units:Code/Rebels.lua:2
920000000001,Ильич,Ильич,Ilyich,manual-reviewed-google,google-draft,jazz-units,920000000001,jazz-units:Code/Rebels.lua:3
920000000005,Михаил,Михаил,Mikhail,manual-reviewed-google,google-draft,jazz-units,920000000005,jazz-units:Code/Rebels.lua:7
920000000008,Пётр,Пётр,Peter,manual-reviewed-google,google-draft,jazz-units,920000000008,jazz-units:Code/Rebels.lua:10
920000000010,Ленин,Ленин,Lenin,manual-reviewed-google,google-draft,jazz-units,920000000010,jazz-units:Code/Rebels.lua:12
920000000014,Товарищ,Товарищ,Comrade,manual-reviewed-google,google-draft,jazz-units,920000000014 | 920000000091,jazz-units:Code/Rebels.lua:16 | jazz-units:Code/Rebels.lua:93
