id,display_name,family_id,family_name_ru,object_class,catalog_status,balance_tier,balance_subtier,tier_label,tier_status,tier_source,code_tier_label,engine_tier,caliber,damage,obj_damage_mod,penetration_class,penetration_bonus,crit_chance_scaled,magazine_size,shoot_ap,reload_ap,max_aim_actions,aim_accuracy,burst_shots,auto_shots,recoil,weapon_range,bullet_drop_range,grouping,handling,overwatch_angle,noise,reliability,base_jam_chance,weapon_resource,weapon_resource_max,degrade_per_shot,hand_slot,holster_slot,large_item,cumbersome,cost,scrap_parts,repair_cost,available_attacks,component_slot_count,component_option_count,defaulted_fields,source_file,snapshot_commit
MAT49,MAT-49,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,1,1,1-1,assigned,google_sheet:ПП,1-1,,JAZZ_Caliber_9x19,16,20,1,0,10,32,5000,5000,2,8,3,6,5,24,8,28,-5,3960,32,45,50,1200,-1,1,TwoHanded,Shoulder,1,0,500,6,1,BurstFire;AutoFire;RunAndGun;JAZZ_Zipper,2,3,BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/MAT49.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
MP40,MP40,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,1,1,1-1,assigned,google_sheet:ПП,1-1,,JAZZ_Caliber_9x19,18,20,1,0,10,32,5000,6000,2,15,2,5,4,25,9,32,-8,4080,32,50,30,1600,-1,1,TwoHanded,Shoulder,1,0,500,6,2,BurstFire;AutoFire;RunAndGun;JAZZ_Zipper,1,2,CritChanceScaled;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/MP40.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Sterling,Стерлинг,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,1,2,1-2,assigned,google_sheet:ПП,1-2,2,JAZZ_Caliber_9x19,21,20,1,0,10,34,5000,6000,2,5,4,7,3,25,9,34,-2,4200,32,55,-20,3200,-1,1,TwoHanded,Shoulder,1,0,2200,8,3,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,1,2,CritChanceScaled;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/Sterling.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M3GreaseGun,M3 Grease Gun,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,1,2,1-2,assigned,google_sheet:ПП,1-2,,JAZZ_Caliber_45ACP,25,25,1,0,30,30,5000,6000,2,7,2,5,8,18,8,75,-10,4320,36,60,0,4200,-1,1,TwoHanded,Shoulder,1,0,500,6,1,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,1,2,BaseJamChance;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/M3GreaseGun.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
PPS43,ППС-43,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,1,3,1-3,assigned,google_sheet:ПП,1-3,,JAZZ_Caliber_762x25,20,15,1,0,5,35,6000,6000,2,7,3,7,7,32,12,29,-5,4200,37,65,-10,4800,-1,1,TwoHanded,Shoulder,1,0,800,6,2,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,1,2,BurstShots;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/PPS43.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
PPSH,ППШ,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,1,3,1-3,assigned,google_sheet:ПП,1-3,,JAZZ_Caliber_762x25,18,15,1,0,5,35,6000,6000,2,9,5,10,6,30,11,26,-7,3900,36,60,0,6200,-1,1,TwoHanded,Shoulder,1,0,1000,6,3,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,1,2,AutoShots;BaseJamChance;Cost;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/PPSH.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Thompson,Thompson,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,1,3,1-3,assigned,google_sheet:ПП,1-3,,JAZZ_Caliber_45ACP,23,25,1,0,30,30,5000,5000,3,12,4,8,8,19,8,75,-8,4320,37,50,0,1800,-1,1,TwoHanded,Shoulder,1,0,1000,6,3,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,1,2,BaseJamChance;Cost;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/Thompson.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
MPL,Walther MP,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,1,3,1-3,assigned,google_sheet:ПП,1-3,,JAZZ_Caliber_9x19,24,20,1,0,10,30,5000,6000,3,13,2,6,4,26,10,40,0,4320,32,60,-10,4000,-1,1,TwoHanded,Leg,1,0,1800,8,3,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,2,3,CritChanceScaled;Cumbersome;DegradePerShot;Handling;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/MPL.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Agram2000,Аграм 2000,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,2,1,2-1,assigned,google_sheet:ПП,2-1,,JAZZ_Caliber_9x19,19,20,1,0,10,32,4000,5000,2,4,4,8,6,21,8,72,18,4680,28,30,-10,1500,-1,1,OneHanded,Leg,1,0,1600,6,3,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,2,2,CritChanceScaled;Cumbersome;DegradePerShot;HandSlot;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/Agram2000.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
UZI,Узи Полноразмерный,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,2,1,2-1,assigned,google_sheet:ПП,2-1,,JAZZ_Caliber_9x19,24,20,1,0,10,32,4000,4000,3,8,3,6,4,26,10,50,9,4080,30,75,-20,3600,-1,1,TwoHanded,Leg,1,0,2400,6,6,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,4,11,BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/UZI.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M45,Carl Gustaf M/45,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,2,1,2-1,assigned,google_sheet:ПП,2-1,,JAZZ_Caliber_9x19,25,20,1,0,10,32,4000,4000,3,7,3,6,4,26,12,55,6,4320,32,70,-20,3800,-1,1,TwoHanded,Leg,1,0,1700,8,3,BurstFire;AutoFire;RunAndGun;JAZZ_Zipper,2,3,BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/M45.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
BerettaM12,Беретта М12,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,2,2,2-2,assigned,google_sheet:ПП,2-2,,JAZZ_Caliber_9x19,25,20,1,0,10,32,4000,4000,3,16,2,6,3,29,10,65,-8,4200,29,60,-30,4500,-1,1,OneHanded,Leg,1,0,2800,6,4,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,3,5,CritChanceScaled;Cumbersome;DegradePerShot;HandSlot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/BerettaM12.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
PP19Bizon,ПП19 Бизон,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,2,3,2-3,assigned,google_sheet:ПП,2-3,2,JAZZ_Caliber_9x18,18,15,1,0,30,64,5000,7000,3,13,4,12,2,26,6,60,12,4080,26,75,-30,6000,-1,1,TwoHanded,Shoulder,1,0,8000,8,12,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,2,7,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/PP19Bizon.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
SpectreM4,Spectre M4,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,2,3,2-3,assigned,google_sheet:ПП,2-3,,JAZZ_Caliber_9x19,21,20,1,0,10,50,4000,6000,2,6,4,9,5,23,8,68,16,4080,34,55,-20,3000,-1,1,OneHanded,Leg,1,0,2800,6,8,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,1,1,CritChanceScaled;Cumbersome;DegradePerShot;HandSlot;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/SpectreM4.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
MP5A2,MP5A2,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,2,4,2-4,assigned,google_sheet:ПП,2-4,2,JAZZ_Caliber_9x19,23,20,1,0,10,30,4000,4000,3,12,4,8,3,30,10,62,0,4320,28,85,-30,5000,-1,1,TwoHanded,Shoulder,1,0,5000,8,12,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,3,11,CritChanceScaled;Cumbersome;DegradePerShot;Handling;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/MP5A2.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
MP5K,MP5K,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,2,4,2-4,assigned,google_sheet:ПП,2-3,,JAZZ_Caliber_9x19,22,20,1,0,10,30,4000,4000,2,12,4,9,7,20,8,78,16,4680,30,85,-30,4500,-1,1,TwoHanded,Leg,1,0,4200,8,12,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,8,23,CritChanceScaled;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;WeaponRange;WeaponResourceMax,InventoryItem/MP5K.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
TMP,TMP,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,2,4,2-4,assigned,google_sheet:ПП,2-4,2,JAZZ_Caliber_9x19,20,20,1,0,10,30,3000,4000,2,10,5,9,6,18,10,85,18,4920,25,85,-30,8500,-1,1,TwoHanded,Leg,1,0,28000,8,14,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,3,4,CritChanceScaled;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/TMP.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
MP5A4,MP5A4,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,2,5,2-5,assigned,google_sheet:ПП,2-5,2,JAZZ_Caliber_9x19,23,20,1,0,10,30,4000,4000,3,13,3,8,3,30,10,72,0,4320,28,90,-30,5500,-1,1,TwoHanded,Shoulder,1,0,7000,8,12,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,5,15,BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;Handling;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/MP5A4.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
UMP45,UMP45,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,2,5,2-5,assigned,google_sheet:ПП,2-5,2,JAZZ_Caliber_45ACP,32,25,1,0,30,25,5000,4000,3,10,2,6,7,22,9,70,9,4200,29,85,-30,6000,-1,1,TwoHanded,Shoulder,1,0,8000,8,12,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,6,18,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/UMP45.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
MP5SD,MP5SD,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,3,1,3-1,assigned,google_sheet:ПП,3-1,3,JAZZ_Caliber_9x19,23,20,1,0,25,30,4000,4000,3,12,3,8,3,30,11,70,-2,4320,3,88,-30,4500,-1,1,TwoHanded,Shoulder,1,0,25000,8,15,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,4,9,BurstShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/MP5SD.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
MP7,MP7,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,3,2,3-2,assigned,google_sheet:ПП,3-2,3,JAZZ_Caliber_46,23,25,1,0,20,30,4000,5000,2,8,5,10,6,26,12,72,12,4680,32,80,-30,8000,-1,1,TwoHanded,Shoulder,1,0,30000,10,18,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,4,13,AutoShots;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/MP7.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
P90,P90,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,3,2,3-2,assigned,google_sheet:ПП,3-1,3,JAZZ_Caliber_57,20,25,1,0,20,50,4000,7000,3,16,5,12,7,34,14,50,5,4440,35,75,-30,9500,-1,1,TwoHanded,Leg,1,0,35000,10,20,BurstFire;AutoFire;SingleShot;RunAndGun;JAZZ_Zipper,3,7,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/P90.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M4Commando,ОТКЛЮЧЕНО,submachine-gun,Пистолеты-пулемёты,SubmachineGun,excluded_disabled,,,,excluded,excluded_disabled,,3,556,0,100,1,0,30,30,5000,3000,3,4,3,10,100,27,,0,0,1440,15,80,0,1000,-1,1,TwoHanded,Shoulder,1,0,8700,10,80,BurstFire;AutoFire;SingleShot;RunAndGun;CancelShot,6,24,AutoShots;BaseJamChance;BurstShots;Cumbersome;Damage;DegradePerShot;Grouping;Handling;MaxAimActions;ObjDamageMod;PenetrationBonus;PenetrationClass;Recoil;RepairCost;WeaponResource;WeaponResourceMax,InventoryItem/M4Commando.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
MP5,ОТКЛЮЧЕНО,submachine-gun,Пистолеты-пулемёты,SubmachineGun,excluded_disabled,,,,excluded,excluded_disabled,,2,9mm,0,100,1,0,10,30,5000,3000,3,5,3,10,100,22,,0,0,1440,10,85,0,1000,-1,1,TwoHanded,Shoulder,1,0,2200,8,80,BurstFire;AutoFire;SingleShot;RunAndGun;CancelShot,7,21,AutoShots;BaseJamChance;BurstShots;CritChanceScaled;Cumbersome;Damage;DegradePerShot;Grouping;Handling;MaxAimActions;ObjDamageMod;PenetrationBonus;PenetrationClass;Recoil;RepairCost;WeaponResource;WeaponResourceMax,InventoryItem/MP5.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
LionRoar,The Lion's Roar,submachine-gun,Пистолеты-пулемёты,SubmachineGun,active,,,,unassigned,,,,JAZZ_Caliber_9x19,28,30,1,0,10,20,4000,4000,3,10,3,6,5,22,9,45,6,3600,45,80,0,5000,-1,1,TwoHanded,Shoulder,1,0,6000,10,8,BurstFire;AutoFire;SingleShot;RunAndGun;DualShot;JAZZ_Zipper,2,4,BaseJamChance;BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/vanillunique/LionRoar.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Winchester1894,Winchester 1894,carbine,Карабины,Carbine,active,1,1,1-1,assigned,google_sheet:КАР,1-1,,JAZZ_Caliber_44CAL,42,50,1,0,30,7,6000,8000,3,12,1,1,100,29,10,83,-15,1080,30,70,-100,3000,-1,1,TwoHanded,Shoulder,1,0,1750,8,3,SingleShot;RunAndGun_Carbine;JAZZ_TargetSweep,3,15,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/Winchester1894.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M2Carbine,Карбайн,carbine,Карабины,Carbine,active,1,2,1-2,assigned,google_sheet:КАР,1-1,,JAZZ_Caliber_30CAL,23,50,1,0,10,30,5000,6000,3,9,2,7,10,36,12,53,-10,1200,30,50,-100,3000,-1,1,TwoHanded,Shoulder,1,0,1750,8,3,SingleShot;JAZZ_TargetSweep;RunAndGun_Carbine,5,10,CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/M2Carbine.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
DeLisle,De Lisle Carbine,carbine,Карабины,Carbine,active,1,UNIQ,1-UNIQ,unique,google_sheet:КАР,1-3,2,JAZZ_Caliber_45ACP,30,50,1,0,80,7,5000,6000,4,12,1,1,100,28,9,61,-18,1200,2,50,-10,6000,-1,1,TwoHanded,Shoulder,1,0,7500,10,8,SingleShot;RunAndGun_Carbine;JAZZ_TargetSweep,2,12,Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/DeLisle.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Mini14,Мини-14,carbine,Карабины,Carbine,active,2,1,2-1,assigned,google_sheet:КАР,1-3,2,JAZZ_Caliber_556,25,50,1,0,20,20,5000,6000,3,10,1,1,100,48,16,61,-5,1200,50,60,-10,6000,-1,1,TwoHanded,Shoulder,1,0,7500,10,8,SingleShot;RunAndGun_Carbine;JAZZ_TargetSweep,4,16,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/Mini14.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
ZastavaM92,Zastava M92,carbine,Карабины,Carbine,active,2,1,2-1,assigned,google_sheet:КАР,2-1,,JAZZ_Caliber_762x39,26,50,1,0,10,30,5000,5000,3,14,3,6,18,37,12,53,6,1500,55,70,-20,5000,-1,1,TwoHanded,Shoulder,1,0,5500,10,10,BurstFire;AutoFire;SingleShot;RunAndGun_Carbine;JAZZ_TargetSweep,3,6,BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/ZastavaM92.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
CAR15,CAR-15,carbine,Карабины,Carbine,active,2,2,2-2,assigned,google_sheet:КАР,2-2,2,JAZZ_Caliber_556,19,50,1,0,20,30,4000,5000,3,9,4,8,12,40,14,55,4,1560,55,55,0,4000,-1,1,TwoHanded,Shoulder,1,0,4000,10,8,BurstFire;SingleShot;AutoFire;RunAndGun_Carbine;JAZZ_TargetSweep,5,19,BaseJamChance;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/CAR15.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
AKSU,АКС-74У,carbine,Карабины,Carbine,active,2,3,2-3,assigned,google_sheet:КАР,2-3,,JAZZ_Caliber_545,27,45,1,0,20,30,4000,6000,3,7,3,6,14,38,13,53,0,1500,50,65,-50,8500,-1,1,TwoHanded,Shoulder,1,0,28000,10,12,BurstFire;AutoFire;SingleShot;RunAndGun_Carbine;JAZZ_TargetSweep,5,11,BurstShots;Cumbersome;DegradePerShot;Handling;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/AKSU.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M4A1,M4A1,carbine,Карабины,Carbine,active,2,4,2-4,assigned,google_sheet:КАР,2-4,3,JAZZ_Caliber_556,22,50,1,0,20,30,5000,6000,3,11,4,8,10,42,15,57,2,1560,55,75,-10,8000,-1,1,TwoHanded,Shoulder,1,0,27000,10,14,BurstFire;SingleShot;AutoFire;RunAndGun_Carbine;JAZZ_TargetSweep,6,26,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/M4A1.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
VSS,ВСС,carbine,Карабины,Carbine,active,2,5,2-5,assigned,google_sheet:КАР,2-5,2,JAZZ_Caliber_9x39,32,40,1,0,40,20,5000,6000,3,14,3,9,12,38,13,62,-5,1500,5,65,-30,3000,-1,1,TwoHanded,Shoulder,1,0,100000,14,20,SingleShot;BurstFire;RunAndGun_Carbine;JAZZ_TargetSweep,2,17,BurstShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/VSS.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
G36c,G36c,carbine,Карабины,Carbine,active,2,5,2-5,assigned,google_sheet:КАР,2-5,2,JAZZ_Caliber_556,23,50,1,0,20,30,4000,6000,3,10,3,8,12,39,14,63,6,1560,48,85,-15,6500,-1,1,TwoHanded,Shoulder,1,0,24000,10,16,BurstFire;AutoFire;SingleShot;RunAndGun_Carbine;JAZZ_TargetSweep,6,23,BurstShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/G36c.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Sig552,Sig 552,carbine,Карабины,Carbine,active,3,1,3-1,assigned,google_sheet:КАР,3-1,3,JAZZ_Caliber_556,24,50,1,0,20,30,5000,6000,3,12,3,7,9,40,17,63,8,1560,48,80,-30,9000,-1,1,TwoHanded,Shoulder,1,0,65000,10,16,BurstFire;AutoFire;SingleShot;RunAndGun_Carbine;JAZZ_TargetSweep,6,23,BurstShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/Sig552.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Sig552SWAT,Sig 552 SWAT,carbine,Карабины,Carbine,active,3,2,3-2,assigned,google_sheet:КАР,3-2,3,JAZZ_Caliber_556,25,50,1,0,20,30,4000,6000,3,10,3,7,10,36,16,63,8,1560,48,85,-30,9000,-1,1,TwoHanded,Shoulder,1,0,70000,10,16,BurstFire;AutoFire;SingleShot;RunAndGun_Carbine;JAZZ_TargetSweep,5,20,BurstShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/Sig552SWAT.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
AS_Val,АС-ВАЛ,carbine,Карабины,Carbine,active,3,3,3-3,assigned,google_sheet:КАР,3-3,,JAZZ_Caliber_9x39,34,50,1,0,30,10,4000,6000,3,11,4,9,8,32,14,63,-2,1500,5,60,-30,3000,-1,1,TwoHanded,Shoulder,1,0,80000,10,30,BurstFire;AutoFire;SingleShot;RunAndGun_Carbine;JAZZ_TargetSweep,5,24,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/AS_Val.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Winchester_Quest,Confidante,carbine,Карабины,Carbine,active,,,,unassigned,,,,JAZZ_Caliber_44CAL,44,50,1,0,45,4,4000,6000,3,14,1,1,100,24,9,88,-10,900,0,95,-100,4500,-1,1,TwoHanded,Shoulder,1,0,4000,8,5,SingleShot;RunAndGun_Carbine;JAZZ_TargetSweep;JAZZ_Bullseye,2,4,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/vanillunique/Winchester_Quest.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
STG44,StG-44,assault-rifle,Штурмовые винтовки,AssaultRifle,active,1,2,1-2,assigned,google_sheet:ШВ,2-1,,JAZZ_Caliber_792x33,24,50,1,0,10,30,6000,6000,3,12,3,5,18,32,12,66,-15,1140,55,40,0,2500,-1,1,TwoHanded,Shoulder,1,0,1500,10,3,BurstFire;AutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,2,2,BaseJamChance;BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Reliability;WeaponResourceMax,InventoryItem/STG44.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M16A1,M16A1,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,1,2-1,assigned,google_sheet:ШВ,2-1,2,JAZZ_Caliber_556,20,50,1,0,20,30,6000,6000,3,12,4,8,11,46,15,61,-10,1260,52,45,5,4000,-1,1,TwoHanded,Shoulder,1,0,3500,10,9,BurstFire;SingleShot;AutoFire;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,5,17,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/M16A1.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Type56,Type 56,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,1,2-1,assigned,google_sheet:ШВ,2-1,,JAZZ_Caliber_762x39,24,50,1,0,10,30,6000,6000,3,8,3,6,18,38,13,47,-10,1320,55,70,0,2500,-1,1,TwoHanded,Shoulder,1,0,1500,10,3,BurstFire;AutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,3,6,BaseJamChance;BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/Type56.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
FAMAS,FAMAS,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,2,2-2,assigned,google_sheet:ШВ,2-2,,JAZZ_Caliber_556,18,50,1,0,20,25,6000,8000,3,9,3,10,15,38,13,62,5,1380,52,55,0,4500,-1,1,TwoHanded,Shoulder,1,0,2500,10,12,BurstFire;AutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,6,19,AutoShots;BaseJamChance;BurstShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/FAMAS.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Zastava_M70,Zastava M70,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,2,2-2,assigned,google_sheet:ШВ,2-2,2,JAZZ_Caliber_762x39,26,50,1,0,10,30,6000,6000,3,10,3,6,15,38,14,63,-12,1380,56,75,-20,4500,-1,1,TwoHanded,Shoulder,1,0,5200,10,6,BurstFire;AutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,5,8,BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/Zastava_M70.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
AK47,АК47,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,3,2-3,assigned,google_sheet:ШВ,2-3,,JAZZ_Caliber_762x39,28,50,1,0,10,30,6000,6000,3,10,3,6,15,38,14,63,-10,1320,55,90,-10,12000,-1,1,TwoHanded,Shoulder,1,0,8500,10,5,BurstFire;AutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,4,7,BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/AK47.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
